"Year","Make","Name","Kilometers_Driven","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2012,"Maruti","Maruti Ertiga ZXI",25000,1,17.5,1373,91.1,7,1,0,0,0,0,1,5.15
2011,"Mercedes-Benz","Mercedes-Benz M-Class ML 350 CDI Corporate",1e+05,0,14,2987,224,5,0,0,0,1,0,0,14.41
2014,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",13710,1,16.2,1199,74,5,0,0,0,0,0,1,4.75
2015,"Toyota","Toyota Fortuner 4x2 AT",1e+05,0,12.55,2982,168.5,7,0,0,0,1,0,0,19
2017,"Maruti","Maruti Celerio VXI",17000,1,23.1,998,67.04,5,0,0,0,0,0,1,4.9
2008,"BMW","BMW 3 Series 320d Corporate Edition",89000,0,16.07,1995,181,4,1,0,0,1,0,0,6.3
2006,"Honda","Honda City ZX VTEC",100173,1,16.9,1497,100,5,1,0,0,0,0,1,2.4
2009,"Mitsubishi","Mitsubishi Cedia Sports",97000,1,13.17,1999,114,5,0,0,0,0,0,1,3
2016,"Renault","Renault Pulse Petrol RxL",40190,1,18.06,1198,74.93,5,0,0,0,0,0,1,4.25
2016,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",29647,1,20.14,1498,88,5,0,0,0,1,0,0,6.3
2018,"Maruti","Maruti Baleno RS Petrol",43639,1,21.1,998,100,5,0,0,0,0,0,1,8.15
2012,"Hyundai","Hyundai i10 Magna",37333,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.22
2018,"Hyundai","Hyundai i20 1.2 Spotz",48407,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.65
2011,"BMW","BMW Z4 2009-2013 35i",25000,0,10.37,2979,306,2,0,0,0,0,0,1,30
2010,"Hyundai","Hyundai i10 Sportz 1.2",72400,1,20.36,1197,78.9,5,1,0,0,0,0,1,2.3
2012,"Mini","Mini Cooper S Carbon Edition",18000,0,13.6,1598,181,4,0,0,0,0,0,1,22
2012,"Honda","Honda Brio V MT",65167,1,19.4,1198,86.8,5,0,0,0,0,0,1,3.28
2016,"Maruti","Maruti Ciaz ZXi Option",25418,1,20.73,1373,91.2,5,0,0,0,0,0,1,7.09
2013,"Maruti","Maruti Swift Dzire ZDi",38995,1,19.3,1248,73.9,5,0,0,0,1,0,0,6.46
2012,"Volkswagen","Volkswagen Polo Diesel Comfortline 1.2L",60000,1,22.07,1199,73.9,5,0,0,0,1,0,0,4
2011,"BMW","BMW X1 sDrive20d",72000,0,17.05,1995,184,5,0,0,0,1,0,0,11
2016,"Audi","Audi Q7 3.0 TDI Quattro Premium Plus",31075,0,12.07,2967,241.4,7,1,0,0,1,0,0,49.79
2015,"Ford","Ford Figo 1.5D Trend MT",4311,1,25.83,1498,99,5,0,0,0,1,0,0,4.8
2017,"BMW","BMW 3 Series Luxury Line",21000,0,21.76,1995,190,5,0,0,0,1,0,0,35
2011,"Mercedes-Benz","Mercedes-Benz M-Class ML 350 CDI Corporate",54000,0,14,2987,224,5,0,0,0,1,0,0,21.99
2007,"Maruti","Maruti Wagon R LX BSIII",50000,1,17.3,1061,64,5,1,0,0,0,0,1,1.1
2018,"Maruti","Maruti Baleno Zeta 1.2",13000,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.6
2013,"Maruti","Maruti Dzire VXI",74000,1,22,1197,81.8,5,0,0,0,0,0,1,4.5
2009,"Chevrolet","Chevrolet Aveo U-VA 1.2 LT",75000,1,14.7,1150,76,5,1,0,0,0,0,1,1
2017,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",25000,1,20.14,1498,88,5,0,0,0,1,0,0,6.9
2012,"Land","Land Rover Freelander 2 TD4 SE",139000,0,0,2179,115,5,0,0,0,1,0,0,16.75
2015,"Audi","Audi Q5 30 TDI quattro Premium",52000,0,14.16,1968,174.3,5,0,0,0,1,0,0,25.49
2015,"Audi","Audi A6 35 TDI Matrix",20000,0,18.53,1968,187.74,5,0,0,0,1,0,0,35.5
2018,"Hyundai","Hyundai Grand i10 1.2 CRDi Sportz",32663,1,24,1186,73.97,5,0,0,0,1,0,0,6.28
2012,"Mahindra","Mahindra Scorpio SLE BSIV",76777,1,12.05,2179,120,8,1,0,0,1,0,0,4.88
2016,"Tata","Tata Bolt Quadrajet XE",100303,1,22.95,1248,74,5,0,0,0,1,0,0,3.7
2015,"Hyundai","Hyundai EON Era Plus",43993,1,21.1,814,55.2,5,0,0,0,0,0,1,3.45
2016,"Mahindra","Mahindra Scorpio S8 8 Seater",72118,1,15.4,2179,120,8,0,0,0,1,0,0,10.23
2010,"Honda","Honda Accord 2001-2003 2.0 AT",83000,0,11.1,2354,142,5,1,0,0,0,0,1,6.5
2016,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",7523,1,16.2,1199,74,5,0,0,0,0,0,1,6.15
2014,"Maruti","Maruti Eeco 7 Seater Standard",34670,1,15.1,1196,73,7,0,0,0,0,0,1,2.9
2016,"Hyundai","Hyundai Grand i10 CRDi Sportz",30000,1,24,1120,70,5,0,0,0,1,0,0,5.5
2017,"Ford","Ford Endeavour 3.2 Titanium AT 4X4",17000,0,10.91,3198,197,7,0,0,0,1,0,0,31
2015,"Hyundai","Hyundai Grand i10 1.2 CRDi Sportz",59261,1,24,1186,73.97,5,0,0,0,1,0,0,4.25
2016,"Maruti","Maruti Swift VDI",65210,1,22.9,1248,74,5,0,0,0,1,0,0,5.48
2016,"Hyundai","Hyundai i20 1.2 Asta Option",19000,1,18.6,1197,81.83,5,0,0,0,0,0,1,7.25
2012,"Maruti","Maruti Swift Dzire VXi",50000,1,17.5,1298,85.8,5,0,0,0,0,0,1,3
2015,"BMW","BMW 3 Series 320d Luxury Line",47000,0,22.69,1995,190,5,0,0,0,1,0,0,29.5
2007,"Honda","Honda City ZX GXi",75000,1,17.7,1497,78,5,1,0,0,0,0,1,1.49
2013,"Hyundai","Hyundai i10 Sportz 1.2 AT",54534,0,16.95,1197,78.9,5,0,0,0,0,0,1,3.65
2018,"Ford","Ford Ecosport Signature Edition Diesel",13000,1,23,1498,98.96,5,0,0,0,1,0,0,10.9
2015,"Maruti","Maruti Celerio ZXI MT",48808,1,23.1,998,67.04,5,0,0,0,0,0,1,4.3
2012,"Maruti","Maruti Ertiga VDI",63001,1,20.77,1248,88.76,7,1,0,0,1,0,0,6.11
2015,"Toyota","Toyota Innova 2.5 V Diesel 8-seater",64771,1,12.8,2494,102,8,0,0,0,1,0,0,15.5
2016,"Honda","Honda City i VTEC SV",34634,1,17.8,1497,117.3,5,0,0,0,0,0,1,6.9
2012,"Maruti","Maruti Swift Dzire VXI",69242,1,19.1,1197,85.8,5,0,0,0,0,0,1,4.69
2011,"Maruti","Maruti Ritz LXi",33292,1,18.5,1197,85.8,5,0,0,0,0,0,1,3.19
2012,"Hyundai","Hyundai i20 Sportz AT 1.4",55000,0,15,1396,98.6,5,1,0,0,0,0,1,3.75
2019,"Hyundai","Hyundai i20 Active SX Dual Tone Petrol",1000,1,17.19,1197,81.86,5,0,0,0,0,0,1,8.6
2011,"Honda","Honda City 1.5 E MT",80000,1,17,1497,118,5,1,0,0,0,0,1,3.85
2016,"Porsche","Porsche Cayenne S Diesel",65003,0,13.6,4134,382,5,0,0,0,1,0,0,67.83
2019,"Honda","Honda Amaze VX i-VTEC",16573,1,17.8,1198,86.7,5,0,0,0,0,0,1,9.31
2008,"Honda","Honda Civic 2006-2010 1.8 S AT",152633,0,12.9,1799,130,5,0,0,0,0,0,1,3
2015,"Hyundai","Hyundai i20 Magna 1.2",53000,1,18.6,1197,81.83,5,0,0,0,0,0,1,5.5
2017,"Hyundai","Hyundai Creta 1.6 CRDi SX",50129,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.3
2013,"Audi","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",63716,0,15.73,1968,174.33,5,0,0,0,1,0,0,23
2018,"Maruti","Maruti Alto 800 2016-2019 LXI",11000,1,24.7,796,47.3,5,0,0,0,0,0,1,3.35
2012,"BMW","BMW X1 sDrive 20d Exclusive",115000,0,15.06,1995,177,5,0,1,0,1,0,0,10
2013,"Hyundai","Hyundai i10 Magna",63265,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.95
2016,"Volkswagen","Volkswagen Ameo 1.5 TDI Highline",20000,1,21.66,1498,108.62,5,0,0,0,1,0,0,6.75
2010,"Volkswagen","Volkswagen Polo Petrol Highline 1.2L",79000,1,16.47,1198,73.9,5,0,1,0,0,0,1,2.44
2015,"Maruti","Maruti Ciaz VXi Plus",41000,1,20.73,1373,91.1,5,0,0,0,0,0,1,5.85
2015,"Volkswagen","Volkswagen Polo GT TSI",26323,0,17.21,1197,103.5,5,0,0,0,0,0,1,7.4
2016,"Hyundai","Hyundai Xcent 1.1 CRDi Base",76000,1,24.4,1120,71,5,0,0,0,1,0,0,3.8
2008,"Honda","Honda Civic 2006-2010 1.8 S MT",69972,1,13.5,1799,130,5,0,0,0,0,0,1,3.8
2008,"Honda","Honda City ZX GXi",69000,1,17.7,1497,78,5,0,0,0,0,0,1,2.7
2016,"Mahindra","Mahindra Bolero ZLX",65000,1,15.96,2523,62.1,7,0,0,0,1,0,0,7.21
2016,"Honda","Honda City i VTEC V",29512,1,17.4,1497,117.3,5,0,0,0,0,0,1,7.9
2017,"Hyundai","Hyundai Xcent 1.2 CRDi S",51000,1,25.4,1186,73.97,5,0,0,0,1,0,0,4.2
2014,"Renault","Renault Duster 110PS Diesel RxL",58003,1,19.01,1461,108.45,5,0,0,0,1,0,0,5.75
2013,"Maruti","Maruti A-Star AT VXI",56500,0,16.98,998,66.1,5,0,0,0,0,0,1,3.45
2014,"Audi","Audi A4 2.0 TDI 177 Bhp Premium Plus",29063,0,17.11,1968,174.33,5,0,0,0,1,0,0,25.75
2018,"Mahindra","Mahindra XUV500 W8 2WD",46811,1,16,2179,140,7,0,0,0,1,0,0,16.59
2014,"Renault","Renault Pulse Petrol RxZ",31897,1,18.06,1198,74.96,5,0,0,0,0,0,1,4.69
2009,"BMW","BMW 3 Series 320d",52100,0,13.2,1995,170,5,1,0,0,1,0,0,7.5
2016,"Toyota","Toyota Innova Crysta 2.4 GX MT",73000,1,13.68,2393,147.8,7,0,0,0,1,0,0,16.5
2009,"Honda","Honda City 1.5 S MT",31423,1,17,1497,118,5,0,0,0,0,0,1,1.99
2014,"Maruti","Maruti Swift VDI",75180,1,22.9,1248,74,5,0,0,0,1,0,0,5.25
2013,"Renault","Renault Duster 110PS Diesel RxZ Plus",75000,1,19.64,1461,108.45,5,1,0,0,1,0,0,5.4
2014,"Volkswagen","Volkswagen Polo 1.2 MPI Comfortline",15000,1,16.47,1198,74,5,0,0,0,0,0,1,3.9
2015,"Hyundai","Hyundai i20 Active 1.2 S",12000,1,17.19,1197,81.86,5,0,0,0,0,0,1,5.8
2014,"BMW","BMW 5 Series 2013-2017 520d Luxury Line",32000,0,18.12,1995,190,5,0,0,0,1,0,0,30.5
2017,"Maruti","Maruti Swift Dzire LDI",44504,1,23.4,1248,74,5,0,0,0,1,0,0,5.6
2012,"Mercedes-Benz","Mercedes-Benz M-Class ML 350 4Matic",66000,0,0,2987,165,5,0,0,0,1,0,0,23
2015,"Maruti","Maruti Swift LDI",39437,1,28.4,1248,74,5,0,0,0,1,0,0,5.15
2017,"Hyundai","Hyundai Verna 1.6 CRDI AT SX Option",36931,0,19.08,1582,126.2,5,0,0,0,1,0,0,9.48
2016,"Tata","Tata Nano XTA",17800,0,21.9,624,37.48,4,1,0,0,0,0,1,2.38
2009,"Maruti","Maruti Swift Dzire LXi",71346,1,17.5,1298,85.8,5,0,0,0,0,0,1,3.8
2015,"Hyundai","Hyundai i20 Asta Option 1.2",45000,1,18.6,1197,81.83,5,1,0,0,0,0,1,5.5
2010,"Hyundai","Hyundai i20 1.2 Sportz",85155,1,17,1197,80,5,0,0,0,0,0,1,3.55
2015,"Maruti","Maruti Ciaz ZXi",48823,1,20.73,1373,91.1,5,0,0,0,0,0,1,6.35
2015,"Land","Land Rover Range Rover 2.2L Prestige",37000,0,12.7,2179,187.7,5,0,0,0,1,0,0,36
2005,"Tata","Tata Indigo LX BSII",92000,1,16.1,1405,70,5,1,0,0,1,0,0,1.1
2014,"Tata","Tata Zest Revotron 1.2T XM",36000,1,17.57,1193,88.7,5,0,0,0,0,0,1,3.7
2016,"Mahindra","Mahindra XUV500 W10 1.99 mHawk",24569,1,16,1997,140,7,0,0,0,1,0,0,13.5
2008,"Honda","Honda Accord 2.4 AT",95000,0,11.7,2354,177.6,5,0,1,0,0,0,1,2.85
2015,"Tata","Tata Nano Twist XT",25811,1,25.4,624,37.5,4,1,0,0,0,0,1,2.13
2015,"Hyundai","Hyundai Elantra CRDi S",65000,1,22.7,1582,126.2,5,0,0,0,1,0,0,7.75
2017,"Tata","Tata Indica V2 eLS",100400,1,25,1396,69,5,0,0,0,1,0,0,2.85
2014,"Honda","Honda Amaze S i-Dtech",76414,1,25.8,1498,98.6,5,0,0,0,1,0,0,4.95
2012,"Mahindra","Mahindra XUV500 W8 2WD",82103,1,15.1,2179,140,7,0,0,0,1,0,0,6.2
2013,"BMW","BMW X3 xDrive 20d Expedition",98000,0,18.56,1995,190,5,0,0,0,1,0,0,17.5
2010,"Hyundai","Hyundai Grand i10 1.2 Kappa Magna",45252,1,18.9,1197,81.86,5,0,0,0,0,0,1,2.25
2017,"Maruti","Maruti Baleno Zeta 1.2",10300,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.75
2016,"Hyundai","Hyundai Verna 1.6 CRDi AT SX",42024,0,19.08,1582,126.2,5,0,0,0,1,0,0,9.73
2018,"Maruti","Maruti Ertiga VDI",51236,1,25.47,1248,88.5,7,0,0,0,1,0,0,8.49
2013,"Mini","Mini Cooper S Carbon Edition",52000,0,13.6,1598,181,4,0,0,0,0,0,1,25
2015,"Maruti","Maruti Ritz ZDi",42894,1,23.2,1248,73.94,5,0,0,0,1,0,0,5.59
2011,"Skoda","Skoda Laura L n K 1.9 PD AT",68000,0,15.6,1896,106,5,0,0,0,1,0,0,4.8
2014,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",69000,1,22.7,1498,89.84,5,0,0,0,1,0,0,5.45
2017,"Hyundai","Hyundai i20 2015-2017 Sportz 1.2",10000,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.5
2015,"Honda","Honda Brio E MT",16000,1,19.4,1198,86.8,5,0,0,0,0,0,1,4.35
2013,"Honda","Honda Amaze S i-Dtech",46992,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.75
2010,"BMW","BMW 5 Series 2003-2012 520d",170000,0,18.48,1995,177,5,0,1,0,1,0,0,12
2014,"Audi","Audi Q7 3.0 TDI Quattro Premium Plus",58000,0,12.07,2967,241.4,7,0,0,0,1,0,0,32
2015,"Hyundai","Hyundai Grand i10 CRDi Magna",50000,1,24,1120,70,5,1,0,0,1,0,0,4
2011,"Nissan","Nissan Micra Diesel XV",39010,1,23.08,1461,63.1,5,0,0,0,1,0,0,2.6
2016,"Hyundai","Hyundai Grand i10 Sportz",26946,1,18.9,1197,82,5,0,0,0,0,0,1,4.45
2015,"Hyundai","Hyundai EON Era",28700,1,21.1,814,55.2,5,0,0,0,0,0,1,2.6
2011,"Mercedes-Benz","Mercedes-Benz New C-Class C250 Avantgarde",60000,0,11.74,1796,186,5,0,0,0,0,0,1,16
2014,"Land","Land Rover Range Rover 2.2L Pure",38999,0,12.7,2179,187.7,5,0,0,0,1,0,0,32.5
2016,"Mahindra","Mahindra Ssangyong Rexton RX7",39000,0,11.18,2696,184,7,0,0,0,1,0,0,13.85
2018,"Maruti","Maruti Ciaz 1.4 Delta",7784,1,20.73,1373,91.1,5,0,0,0,0,0,1,8.76
2014,"Mercedes-Benz","Mercedes-Benz R-Class R350 4Matic Long",45710,0,11.8,3498,272,7,0,0,0,0,0,1,23.68
2017,"Maruti","Maruti Dzire AMT VXI",42000,0,22,1197,81.8,5,0,0,0,0,0,1,5.5
2013,"Land","Land Rover Range Rover Vogue SE 4.4 SDV8",75995,0,11.49,4367,335.3,5,1,0,0,1,0,0,65.81
2013,"Renault","Renault Duster 110PS Diesel RxZ",57000,1,19.01,1461,108.45,5,0,0,0,1,0,0,4.99
2013,"Hyundai","Hyundai Verna 1.6 SX",85350,1,22.32,1582,126.32,5,1,0,0,1,0,0,5.7
2016,"Toyota","Toyota Corolla Altis 1.8 VL CVT",82725,0,14.28,1798,138.03,5,0,0,0,0,0,1,11.99
2016,"BMW","BMW 3 Series Sport",19000,0,21.76,1995,190,5,1,0,0,1,0,0,29.99
2018,"Ford","Ford EcoSport 1.5 Ti VCT MT Signature",13900,1,18.88,1499,110.4,5,0,0,0,0,0,1,9.5
2014,"Maruti","Maruti Swift VDI BSIV",108000,1,25.2,1248,74,5,0,0,0,1,0,0,5.5
2016,"Hyundai","Hyundai Santa Fe 4x4 AT",36000,0,11.72,2199,194.3,7,0,0,0,1,0,0,23
2013,"Tata","Tata Indica V2 DLS",62188,1,17.2,1396,53.5,5,0,0,0,1,0,0,2.95
2015,"Hyundai","Hyundai Grand i10 CRDi Sportz",58397,1,24,1120,70,5,0,0,0,1,0,0,4.9
2016,"Maruti","Maruti Wagon R VXI AMT",30000,0,22.5,998,67,5,0,0,0,0,0,1,4.25
2018,"Mahindra","Mahindra XUV500 W10 2WD",29907,1,16,2179,140,7,0,0,0,1,0,0,16.36
2009,"Audi","Audi A4 2.0 TDI",46000,0,16.55,1968,147.51,5,0,0,0,1,0,0,9.95
2012,"Volkswagen","Volkswagen Vento Diesel Highline",65000,1,20.54,1598,103.6,5,0,0,0,1,0,0,5.5
2016,"Maruti","Maruti Vitara Brezza ZDi Plus Dual Tone",22000,1,24.3,1248,88.5,5,0,0,0,1,0,0,8.25
2002,"Maruti","Maruti Zen LX",99024,1,17.3,993,60,5,0,0,0,0,0,1,0.95
2016,"Hyundai","Hyundai i10 Era",34952,1,19.81,1086,68.05,5,0,0,0,0,0,1,4.01
2019,"Honda","Honda WR-V Edge Edition i-VTEC S",13913,1,17.5,1199,88.7,5,0,0,0,0,0,1,8.2
2014,"Honda","Honda City i DTEC VX",71000,1,25.1,1498,98.6,5,1,0,0,1,0,0,6.2
2012,"Toyota","Toyota Fortuner 4x2 4 Speed AT",97000,0,11.5,2982,169,7,0,0,0,1,0,0,16.75
2017,"Mahindra","Mahindra XUV500 AT W10 FWD",21000,0,16,2179,140,7,0,0,0,1,0,0,16.5
2012,"Ford","Ford Figo Diesel ZXI",110438,1,20,1399,68.05,5,0,0,0,1,0,0,3.5
2017,"Honda","Honda Jazz 1.2 V CVT i VTEC",66507,0,19,1199,88.7,5,1,0,0,0,0,1,5.43
2017,"Ford","Ford Endeavour 3.2 Titanium AT 4X4",54650,0,10.91,3198,197,7,0,0,0,1,0,0,30.35
2014,"Nissan","Nissan Sunny XL CVT",32000,0,17.97,1498,99.6,5,0,0,0,0,0,1,7.99
2011,"Skoda","Skoda Octavia Ambiente 1.9 TDI MT",75378,1,18.7,1896,66,5,0,0,0,1,0,0,3.59
2012,"Chevrolet","Chevrolet Beat Diesel LT",82697,1,25.44,936,57.6,5,0,0,0,1,0,0,1.9
2009,"Toyota","Toyota Camry W2 (AT)",135000,0,12.1,2362,164.7,5,0,0,0,0,0,1,4.7
2012,"Renault","Renault Duster 110PS Diesel RxZ",149000,1,19.01,1461,108.45,5,0,0,0,1,0,0,7.25
2016,"Mercedes-Benz","Mercedes-Benz GLA Class 200 d Style",26212,0,17.9,2143,136,5,0,0,0,1,0,0,24.46
2014,"Tata","Tata Zest Revotron 1.2T XMS",23500,1,17.57,1193,88.7,5,1,0,0,0,0,1,3.9
2013,"Hyundai","Hyundai i20 1.2 Magna",56127,1,18.5,1197,80,5,0,0,0,0,0,1,5.15
2015,"Maruti","Maruti Wagon R VXI AMT1.2",26000,0,21.5,1197,81.8,5,0,0,0,0,0,1,3.65
2016,"Hyundai","Hyundai Xcent 1.2 CRDi S",26000,1,25.4,1186,73.97,5,0,0,0,1,0,0,5
2009,"Honda","Honda City 1.5 S MT",42000,1,17,1497,118,5,0,0,0,0,0,1,2.3
2001,"Hyundai","Hyundai Accent GLE",130000,1,13.2,1495,94,5,1,0,0,0,0,1,0.75
2009,"Hyundai","Hyundai Verna Xi (Petrol)",137148,1,13.9,1599,103.2,5,1,0,0,0,0,1,1.85
2010,"Ford","Ford Figo Petrol ZXI",114703,1,15.6,1196,70,5,0,0,0,0,0,1,1.8
2014,"Honda","Honda Amaze S i-Dtech",97439,1,25.8,1498,98.6,5,0,0,0,1,0,0,4.41
2006,"Maruti","Maruti Wagon R LX BSII",40000,1,18.9,998,67.1,5,0,0,0,0,0,1,2
2014,"Mercedes-Benz","Mercedes-Benz E-Class Facelift",28000,0,13,2987,258,5,0,0,0,1,0,0,31.75
2015,"Audi","Audi A6 2011-2015 35 TDI Technology",37500,0,17.68,1968,174.33,5,0,0,0,1,0,0,32
2010,"Mercedes-Benz","Mercedes-Benz S Class 2005 2013 S 350 CDI",37000,0,13.5,2987,282,5,0,0,0,1,0,0,21
2010,"Maruti","Maruti Swift Dzire LDi",83000,1,19.3,1248,73.9,5,0,0,0,1,0,0,2.75
2005,"Toyota","Toyota Corolla H2",79012,1,13.4,1794,125,5,0,0,0,0,0,1,2.64
2018,"Mahindra","Mahindra Scorpio S10 7 Seater",27395,1,15.4,2179,120,7,0,0,0,1,0,0,14.19
2017,"Maruti","Maruti Wagon R VXI",35362,1,22.5,998,67.04,5,0,0,0,0,0,1,3.85
2014,"Toyota","Toyota Fortuner 4x2 Manual",117000,1,13,2982,168.5,7,0,0,0,1,0,0,15.5
2010,"Maruti","Maruti Zen Estilo 1.1 LX BSIII",23000,1,18.2,1061,64,5,0,0,0,0,0,1,1.9
2014,"Tata","Tata Nano CX",59508,1,25.4,624,37.48,4,0,0,0,0,0,1,1.26
2009,"Hyundai","Hyundai i20 Magna",69000,1,18.5,1197,80,5,1,0,0,0,0,1,2.4
2010,"BMW","BMW 3 Series 320d",58000,0,22.69,1995,190,5,0,0,0,1,0,0,11.5
2014,"Mahindra","Mahindra XUV500 W6 2WD",88511,1,16,2179,140,7,0,0,0,1,0,0,8.25
2011,"Volkswagen","Volkswagen Vento IPL II Petrol Trendline",66000,1,15.8,1598,105,5,0,0,0,0,0,1,2.75
2009,"Skoda","Skoda Fabia 1.2 MPI Classic",65000,1,17.5,1198,70,5,1,0,0,0,0,1,1.4
2015,"Tata","Tata Nano Twist XT",30676,1,25.4,624,37.5,4,0,0,0,0,0,1,2.9
2011,"Ford","Ford Figo Diesel EXI",76000,1,20,1399,68,5,0,0,0,1,0,0,2.4
2013,"Volkswagen","Volkswagen Vento IPL II Petrol Highline AT",23627,0,14.8,1598,105,5,0,0,0,0,0,1,4.75
2018,"Land","Land Rover Range Rover HSE Dynamic",52827,0,12.7,2179,187.7,5,0,0,0,1,0,0,44.76
2015,"Honda","Honda City i DTEC SV",64465,1,26,1498,98.6,5,0,0,0,1,0,0,6.22
2018,"Renault","Renault KWID Climber 1.0 AMT",14000,0,22.5,999,67,5,0,0,0,0,0,1,4.5
2015,"Hyundai","Hyundai Grand i10 Asta Option",26000,1,18.9,1197,82,5,0,0,0,0,0,1,4.25
2011,"Chevrolet","Chevrolet Cruze LTZ AT",78203,0,18.1,1991,147.9,4,0,0,0,1,0,0,5.5
2017,"Hyundai","Hyundai i20 1.4 Asta",27000,1,22.54,1396,88.73,5,0,0,0,1,0,0,6.95
2018,"Maruti","Maruti Alto K10 VXI AGS",31919,0,24.07,998,67.1,5,0,0,0,0,0,1,4.56
2016,"Hyundai","Hyundai Creta 1.6 SX Option Diesel",47392,1,20.5,1582,126.2,5,0,0,0,1,0,0,13.82
2016,"Honda","Honda Amaze VX i-Vtech",17362,1,18,1198,86.7,5,0,0,0,0,0,1,5.65
2016,"Hyundai","Hyundai i20 Active 1.4 SX Dual Tone",49716,1,21.19,1396,88.73,5,0,0,0,1,0,0,6.2
2014,"Maruti","Maruti Celerio VXI",48000,1,23.1,998,67.04,5,0,0,0,0,0,1,3.25
2009,"Audi","Audi A4 2.0 TDI",46000,0,16.55,1968,147.51,5,0,0,0,1,0,0,8.5
2016,"Hyundai","Hyundai Verna 1.4 CRDi",79000,1,24.8,1396,88.7,5,0,0,0,1,0,0,7.25
2013,"Renault","Renault Fluence Diesel E4",57000,1,21.8,1461,78,5,0,0,0,1,0,0,4.61
2016,"Volkswagen","Volkswagen Polo 1.2 MPI Highline",29754,1,16.2,1199,74,5,0,0,0,0,0,1,5.3
2012,"Tata","Tata Indigo LX",50123,1,17,1405,70,5,0,0,0,1,0,0,1.9
2012,"Hyundai","Hyundai i10 Sportz",57184,1,20.36,1197,78.9,5,0,0,0,0,0,1,3.09
2007,"BMW","BMW 7 Series 730Ld Sedan",75000,0,16.46,2993,258,5,1,0,0,1,0,0,9.5
2015,"Hyundai","Hyundai Creta 1.6 CRDi AT SX Plus",26000,0,17.01,1582,126.2,5,0,0,0,1,0,0,12.65
2016,"Hyundai","Hyundai Grand i10 Magna",22129,1,18.9,1197,82,5,0,0,0,0,0,1,4.25
2011,"Maruti","Maruti Ritz VDi",127887,1,21.1,1248,73.9,5,0,0,0,1,0,0,2.95
2006,"Mahindra","Mahindra Scorpio 2.6 SLX CRDe",92000,1,10.5,2179,120,8,0,0,0,1,0,0,3.45
2011,"Hyundai","Hyundai i10 Era",60634,1,19.81,1086,68.05,5,0,0,0,0,0,1,3.3
2014,"Tata","Tata Safari Storme 2012-2015 VX",90000,1,14,2179,138.1,7,0,0,0,1,0,0,8
2009,"Honda","Honda Civic 2006-2010 1.8 V MT",59000,1,13.5,1799,130,5,0,0,0,0,0,1,2.71
2012,"Maruti","Maruti Zen Estilo LXI BSIII",59293,1,18.2,998,67.1,5,0,0,0,0,0,1,2.7
2012,"Maruti","Maruti Swift Dzire VDI",80753,1,23.4,1248,74,5,1,0,0,1,0,0,4.5
2015,"Toyota","Toyota Fortuner 4x2 Manual",40000,1,13,2982,168.5,7,1,0,0,1,0,0,18.75
2014,"Maruti","Maruti Swift VDI",103000,1,28.4,1248,74,5,1,0,0,1,0,0,5.25
2017,"Maruti","Maruti Dzire LDI",48000,1,28.4,1248,73.75,5,0,0,0,1,0,0,6
2014,"Hyundai","Hyundai Grand i10 Asta",41000,1,18.9,1197,82,5,0,0,0,0,0,1,3.14
2016,"Renault","Renault KWID RXL",26000,1,25.17,799,53.3,5,0,0,0,0,0,1,2.55
2012,"Tata","Tata Indigo CS eGLX BS IV",30000,1,15.64,1193,64.08,5,1,0,0,0,0,1,2.3
2014,"Ford","Ford Figo Diesel Titanium",74624,1,20,1399,68.05,5,0,0,0,1,0,0,5.65
2015,"Porsche","Porsche Cayenne 2009-2014 Diesel",47877,0,15.15,2967,240,5,0,0,0,1,0,0,48.22
2016,"Maruti","Maruti Alto K10 VXI",35000,1,24.07,998,67.1,5,0,0,0,0,0,1,3
2015,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",52123,1,20.34,1498,103.2,5,0,0,0,1,0,0,7.5
2005,"Mahindra","Mahindra Scorpio 2.6 SLX CRDe",90000,1,10.5,2179,120,8,0,0,0,1,0,0,2.6
2018,"BMW","BMW X3 xDrive 20d Luxury Line",1400,0,18.56,1995,190,5,0,0,0,1,0,0,61.25
2009,"Honda","Honda City 1.5 V MT",122000,1,17,1497,118,5,1,0,0,0,0,1,3.5
2016,"Mini","Mini Cooper 3 DOOR S",21110,0,17.44,1998,189.08,4,0,0,0,0,0,1,28.95
