"Year","Make","Name","Kilometers_Driven","Age","TransmissionManual","Fuel_econ_kmpl","Engine_cc","Power_bhp","Seats","Owner_TypeSecond","Owner_TypeThird","Owner_TypeFourth & Above","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","Price_lakh"
2013,"Nissan","Nissan Sunny 2011-2014 XL",68880,6,1,16.95,1498,97.7,5,0,0,0,0,0,1,3.97
2017,"Maruti","Maruti Alto K10 VXI AGS",5500,2,0,24.07,998,67.1,5,0,0,0,0,0,1,4.25
2016,"Maruti","Maruti Ritz ZXI",40052,3,1,21.1,1197,85.8,5,0,0,0,0,0,1,6.17
2016,"Audi","Audi Q5 30 TDI quattro Premium Plus",47293,3,0,14.16,1968,174.3,5,0,0,0,1,0,0,38.72
2013,"Hyundai","Hyundai Verna CRDi SX",79663,6,1,16.8,1493,110,5,0,0,0,1,0,0,6.5
2013,"Honda","Honda Amaze S i-Dtech",63000,6,1,25.8,1498,98.6,5,1,0,0,1,0,0,4.25
2014,"Honda","Honda City i DTEC SV",45000,5,1,26,1498,98.6,5,0,0,0,1,0,0,4.75
2014,"Toyota","Toyota Fortuner TRD Sportivo 2.8 2WD AT",56501,5,0,12.9,2755,174.5,7,0,0,0,1,0,0,17.71
2015,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",58000,4,1,20.34,1498,103.2,5,0,0,0,1,0,0,5.85
2011,"BMW","BMW 5 Series 520d Luxury Line",51602,8,0,22.48,1995,190,5,0,0,0,1,0,0,17.27
2007,"BMW","BMW 3 Series 320d Sedan",74199,12,0,16.07,1995,181,5,0,0,0,1,0,0,9.25
2017,"Hyundai","Hyundai Creta 1.6 SX Plus Petrol Automatic",25000,2,0,13,1591,121.3,5,0,0,0,0,0,1,12.75
2016,"BMW","BMW 3 Series Luxury Line",70000,3,0,21.76,1995,190,5,1,0,0,1,0,0,27
2013,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI BE Avantgare",25000,6,0,14.84,2143,167.62,5,1,0,0,1,0,0,21
2017,"Maruti","Maruti Swift Dzire VDI",22000,2,1,26.59,1248,74,5,0,0,0,1,0,0,7.95
2015,"Maruti","Maruti Celerio ZXI",47020,4,1,23.1,998,67.04,5,1,0,0,0,0,1,4.5
2017,"BMW","BMW 3 Series 320d GT Luxury Line",8000,2,0,19.59,1995,187.74,5,0,0,0,1,0,0,33.75
2010,"Audi","Audi Q7 4.2 TDI Quattro Technology",73000,9,0,11.33,4134,335.2,7,0,0,0,1,0,0,17.51
2017,"Honda","Honda Jazz V",36973,2,1,18.2,1199,88.7,5,0,0,0,0,0,1,6.8
2014,"Tata","Tata Nano Cx BSIV",42083,5,1,25.4,624,37.48,4,0,0,0,0,0,1,1.68
2016,"Maruti","Maruti Alto 800 2016-2019 LXI",61000,3,1,24.7,796,47.3,5,0,0,0,0,0,1,2.9
2014,"Maruti","Maruti Wagon R VXI",43628,5,1,22.5,998,67.04,5,0,0,0,0,0,1,3.16
2014,"Hyundai","Hyundai Xcent 1.1 CRDi Base",60000,5,1,24.4,1120,71,5,0,0,0,1,0,0,3.9
2010,"Chevrolet","Chevrolet Beat LT",54000,9,1,17.8,1199,76.8,5,1,0,0,0,0,1,1.95
2015,"Jaguar","Jaguar XF 2.2 Litre Luxury",27001,4,0,16.36,2179,187.7,5,0,0,0,1,0,0,26.52
2010,"Volkswagen","Volkswagen Passat Diesel Highline 2.0 TDI",52000,9,0,18.33,1968,167.7,5,0,0,0,1,0,0,9
2012,"Hyundai","Hyundai i20 Asta 1.4 CRDi",80000,7,1,21.27,1396,88.76,5,0,0,0,1,0,0,4.5
2008,"Mitsubishi","Mitsubishi Pajero 2.8 SFX",160000,11,1,10.5,2835,107.2,6,0,0,0,1,0,0,8.75
2018,"Maruti","Maruti Vitara Brezza ZDi Plus AMT Dual Tone",3300,1,0,24.3,1248,88.5,5,0,0,0,1,0,0,11.5
2016,"Maruti","Maruti Alto K10 LXI",35027,3,1,24.07,998,67.1,5,0,0,0,0,0,1,3
2015,"Hyundai","Hyundai EON Magna Plus",26568,4,1,21.1,814,55.2,5,0,0,0,0,0,1,3.79
2015,"Maruti","Maruti Ciaz VDi Plus SHVS",59000,4,1,28.09,1248,88.5,5,0,0,0,1,0,0,6
2016,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",51000,3,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.25
2012,"Skoda","Skoda Superb Ambition 2.0 TDI CR AT",56400,7,0,17.2,1968,138.1,5,0,0,0,1,0,0,8
2015,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",80000,4,1,20.14,1498,88.8,5,0,0,0,1,0,0,5.8
2013,"Toyota","Toyota Innova 2.5 VX (Diesel) 7 Seater",107000,6,1,12.99,2494,100.6,7,1,0,0,1,0,0,13.5
2014,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",1e+05,5,0,14.21,2143,203,5,0,0,0,1,0,0,25
2016,"Volkswagen","Volkswagen Polo 1.5 TDI Highline",59998,3,1,20.14,1498,88.8,5,0,0,0,1,0,0,5.49
2013,"Audi","Audi Q3 2.0 TDI",105000,6,0,17.32,1968,150,5,0,0,0,1,0,0,19
2011,"Hyundai","Hyundai i20 1.2 Magna",36000,8,1,18.5,1197,80,5,0,0,0,0,0,1,2.5
2015,"Hyundai","Hyundai i10 Sportz 1.1L",24350,4,1,19.81,1086,68.05,5,1,0,0,0,0,1,3
2018,"Tata","Tata Tigor 1.05 Revotorq XT",28973,1,1,24.7,1047,69,5,0,0,0,1,0,0,6.64
2017,"Hyundai","Hyundai EON Era",8243,2,1,21.1,814,55.2,5,0,0,0,0,0,1,3.21
2009,"Hyundai","Hyundai Santro Xing GLS",136642,10,1,17.92,1086,62.1,5,1,0,0,0,0,1,1.55
2011,"Hyundai","Hyundai Santro Xing GLS",60000,8,1,17.92,1086,62.1,5,0,0,0,0,0,1,2.59
2008,"Mahindra","Mahindra Scorpio SLX",1e+05,11,1,12.7,2609,120,8,1,0,0,1,0,0,4
2010,"Honda","Honda City i-VTEC S",48689,9,1,17.4,1497,117.3,5,0,0,0,0,0,1,3.87
2017,"Maruti","Maruti Vitara Brezza ZDi",45000,2,1,24.3,1248,88.5,5,0,0,0,1,0,0,9.75
2019,"Audi","Audi A4 35 TDI Technology Edition",38163,0,0,17.11,1968,174.33,5,0,0,0,1,0,0,32.91
2011,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",43800,8,0,14.21,2143,203,5,1,0,0,1,0,0,16.75
2007,"Honda","Honda Civic 2006-2010 1.8 MT Sport",92000,12,1,13.5,1799,130,5,0,0,0,0,0,1,1.9
2017,"Hyundai","Hyundai i20 Magna 1.2",14064,2,1,18.6,1197,81.83,5,0,0,0,0,0,1,6.59
2017,"Audi","Audi Q3 35 TDI Quattro Premium Plus",42366,2,0,15.73,1968,174.33,5,0,0,0,1,0,0,31.93
2014,"Honda","Honda City i DTEC VX",76551,5,1,25.1,1498,98.6,5,0,0,0,1,0,0,7.25
2008,"Hyundai","Hyundai i10 Era 1.1 iTech SE",72672,11,1,19.81,1086,68.05,5,0,0,0,0,0,1,1.9
2015,"Maruti","Maruti Swift VDI BSIV",45000,4,1,25.2,1248,74,5,0,0,0,1,0,0,3.55
2012,"Ford","Ford Endeavour 3.0L 4X4 AT",91696,7,0,11.4,2953,153.86,7,0,0,0,1,0,0,9.25
2009,"Ford","Ford Ikon 1.3 Flair",66484,10,1,13.8,1299,70,5,0,0,0,0,0,1,1.65
2019,"BMW","BMW X1 sDrive 20d xLine",15456,0,0,20.68,1995,190,5,0,0,0,1,0,0,36.64
2011,"Mercedes-Benz","Mercedes-Benz E-Class 2009-2013 E250 CDI Classic",55000,8,0,14.21,2143,203,5,1,0,0,1,0,0,16
2011,"Honda","Honda Jazz Select Edition",98000,8,1,16.7,1497,98.6,5,0,0,0,0,0,1,3.15
2014,"Honda","Honda Amaze S i-Dtech",61297,5,1,25.8,1498,98.6,5,0,0,0,1,0,0,4.35
2006,"Maruti","Maruti Zen LXi - BS III",80000,13,1,17.3,993,60,5,1,0,0,0,0,1,1.2
2013,"Hyundai","Hyundai i20 Magna",59000,6,1,18.5,1197,80,5,1,0,0,0,0,1,4.1
2009,"BMW","BMW X5 3.0d",150000,10,0,11,2993,235,5,0,0,0,1,0,0,18.75
2017,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",60083,2,1,19.67,1582,126.2,5,0,0,0,1,0,0,13.78
2016,"Maruti","Maruti Swift Dzire LDI",85450,3,1,26.59,1248,74,5,0,0,0,1,0,0,4
2013,"Maruti","Maruti Swift VDI",88000,6,1,22.9,1248,74,5,0,0,0,1,0,0,4.33
2015,"Hyundai","Hyundai Grand i10 1.2 CRDi Asta",81828,4,1,24,1186,73.97,5,0,0,0,1,0,0,5.43
2016,"Ford","Ford Figo Aspire 1.2 Ti-VCT Trend",18000,3,1,18.16,1196,86.8,5,0,0,0,0,0,1,4.9
2017,"BMW","BMW X5 X5 M",15000,2,0,15.97,2993,258,5,0,0,0,1,0,0,70
2016,"Mercedes-Benz","Mercedes-Benz New C-Class C 220 CDI Celebration Edition",34000,3,0,11.78,2143,167.62,5,0,0,0,1,0,0,25.5
2015,"Hyundai","Hyundai Grand i10 AT Asta",46000,4,0,18.9,1197,82,5,0,0,0,0,0,1,5.1
2013,"Hyundai","Hyundai Verna 1.6 SX CRDi (O)",48158,6,1,22.32,1582,126.32,5,0,0,0,1,0,0,6.7
2013,"BMW","BMW 5 Series 525d Sedan",93000,6,0,16.73,2993,218,5,0,0,0,1,0,0,26.5
2013,"Nissan","Nissan Micra Diesel XV Premium",71007,6,1,23.08,1461,63.1,5,0,0,0,1,0,0,3.9
2010,"Maruti","Maruti SX4 ZXI MT BSIV",63067,9,1,15.5,1586,103.3,5,1,0,0,0,0,1,2.7
2011,"Tata","Tata Manza Aura Quadrajet BS IV",70259,8,1,21.12,1248,88.8,5,0,0,0,1,0,0,2.95
2015,"Audi","Audi A4 2.0 TDI Multitronic",13000,4,0,16.55,1968,140,5,0,0,0,1,0,0,23
2009,"Maruti","Maruti Swift Ldi BSIV",140000,10,1,17.8,1248,75,5,1,0,0,1,0,0,2.49
2015,"Maruti","Maruti Swift LDI Optional",130000,4,1,25.2,1248,74,5,0,0,0,1,0,0,4.5
2011,"Toyota","Toyota Corolla Altis Diesel D4DJ",89401,8,1,21.43,1364,87.2,5,0,0,0,1,0,0,4.5
2015,"Honda","Honda Jazz 1.5 VX i DTEC",67000,4,1,27.3,1498,98.6,5,0,0,0,1,0,0,6.9
2010,"BMW","BMW 6 Series 650i Coupe",65329,9,0,7.94,4395,450,4,0,0,0,0,0,1,20.72
2010,"Skoda","Skoda Fabia 1.2 Petrol Active",72000,9,1,16.25,1198,73.9,5,0,0,0,0,0,1,2.21
2011,"Land","Land Rover Freelander 2 HSE",82000,8,0,12.35,2179,187.74,5,1,0,0,1,0,0,13.9
2010,"Ford","Ford Fiesta 1.6 ZXi Duratec",85000,9,1,15.3,1596,101,5,0,0,0,0,0,1,1.46
2012,"Hyundai","Hyundai Verna SX CRDi AT",83000,7,0,19.08,1582,126.32,5,0,0,0,1,0,0,6
2016,"Renault","Renault KWID 1.0 RXT Optional",26000,3,1,21.7,999,67,5,0,0,0,0,0,1,3
2012,"Tata","Tata Indica Vista Quadrajet 90 ZX Plus",27000,7,1,22.3,1248,88.8,5,0,0,0,1,0,0,3.5
2018,"Hyundai","Hyundai i20 Active 1.4 SX",37746,1,1,21.19,1396,88.73,5,0,0,0,1,0,0,7.59
2009,"Maruti","Maruti SX4 Zxi BSIII",63274,10,1,15,1586,104.68,5,1,0,0,0,0,1,1.99
2016,"Renault","Renault KWID RXT",25000,3,1,25.17,799,53.3,5,0,0,0,0,0,1,3.8
2013,"Mahindra","Mahindra Xylo E4 ABS BS III",197000,6,1,11.68,2498,112,7,0,0,0,1,0,0,4
2013,"Hyundai","Hyundai EON D Lite Plus",45010,6,1,21.1,814,55.2,5,1,0,0,0,0,1,2.95
2013,"Honda","Honda Amaze VX i-DTEC",75348,6,1,25.8,1498,98.6,5,0,0,0,1,0,0,3.75
2010,"Volkswagen","Volkswagen Polo Diesel Highline 1.2L",90110,9,1,22.07,1199,73.9,5,0,0,0,1,0,0,2.5
2011,"Honda","Honda City 1.5 V MT",102013,8,1,17,1497,118,5,0,0,0,0,0,1,3.75
2015,"Toyota","Toyota Fortuner 4x2 AT",36000,4,0,12.55,2982,168.5,7,0,0,0,1,0,0,22
2017,"Honda","Honda Amaze E i-Vtech",37578,2,1,18,1198,86.7,5,0,0,0,0,0,1,6.14
2015,"BMW","BMW 1 Series 118d Base",46001,4,0,20.58,1995,143,5,0,0,0,1,0,0,16
2014,"Maruti","Maruti Celerio VXI AT",46559,5,0,23.1,998,67.04,5,0,0,0,0,0,1,3.75
2015,"Toyota","Toyota Innova 2.5 GX (Diesel) 8 Seater",48000,4,1,12.99,2494,100.6,8,0,0,0,1,0,0,11.75
2013,"Jaguar","Jaguar XF 2.2 Litre Luxury",46000,6,0,16.36,2179,187.7,5,1,0,0,1,0,0,24
2017,"Honda","Honda WRV i-VTEC VX",15000,2,1,17.5,1199,88.7,5,0,0,0,0,0,1,8.9
2012,"BMW","BMW X1 sDrive20d",85000,7,0,17.05,1995,184,5,0,1,0,1,0,0,10
2014,"Skoda","Skoda Rapid 1.6 MPI AT Elegance",32000,5,0,14.3,1598,103.5,5,0,0,0,0,0,1,5.55
2012,"Volkswagen","Volkswagen Vento 1.6 Comfortline",60818,7,1,16.09,1598,103.5,5,0,0,0,0,0,1,3.59
2019,"Ford","Ford EcoSport 1.5 TDCi Trend Plus BE",35188,0,1,22.77,1498,98.59,5,0,0,0,1,0,0,11.13
2012,"Mahindra","Mahindra XUV500 W6 2WD",110000,7,1,15.1,2179,140,7,0,0,0,1,0,0,7.2
2014,"Ford","Ford Fiesta Classic 1.4 Duratorq LXI",61000,5,1,18.6,1388,67,5,0,0,0,1,0,0,2.98
2010,"Hyundai","Hyundai Santro Xing GLS",75000,9,1,17.92,1086,62.1,5,1,0,0,0,0,1,1.7
2015,"Mercedes-Benz","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",55000,4,0,12,2987,224,7,0,0,0,1,0,0,52
2003,"Maruti","Maruti Alto LXi BSII",69966,16,1,19.7,796,46.3,5,0,0,0,0,0,1,0.95
2016,"Honda","Honda City i VTEC VX Option",42000,3,1,17.8,1497,117.3,5,0,0,0,0,0,1,9.25
2014,"Hyundai","Hyundai Santa Fe 2WD AT",48000,5,0,13.01,2199,194.3,7,0,0,0,1,0,0,16.25
2015,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI SPORT",35000,4,0,17.9,2143,136,5,0,0,0,1,0,0,20.99
2005,"Toyota","Toyota Innova 2.5 G4 Diesel 8-seater",128000,14,1,12.8,2494,102,8,1,0,0,1,0,0,4.25
2008,"BMW","BMW 3 Series 320d Sedan",78000,11,0,16.07,1995,181,5,1,0,0,1,0,0,7.2
2011,"Maruti","Maruti Swift ZXI",53080,8,1,18.6,1197,85.8,5,0,0,0,0,0,1,4.4
2011,"Volkswagen","Volkswagen Vento Petrol Highline",66000,8,1,15.04,1598,103.6,5,1,0,0,0,0,1,4.25
2012,"Maruti","Maruti Ertiga VXI",25000,7,1,16.02,1373,93.7,7,0,0,0,0,0,1,5.35
2016,"Hyundai","Hyundai Grand i10 AT Asta",36139,3,0,18.9,1197,82,5,1,0,0,0,0,1,6.3
2017,"Hyundai","Hyundai Creta 1.6 CRDi SX",44000,2,1,19.67,1582,126.2,5,0,0,0,1,0,0,12.5
2008,"Audi","Audi A6 3.0 TDI quattro",50000,11,0,16.77,2967,241.38,5,1,0,0,1,0,0,7.5
2016,"Mahindra","Mahindra XUV500 W8 1.99 mHawk",81177,3,1,16,1997,140,7,0,0,0,1,0,0,11.25
2016,"Ford","Ford EcoSport 1.5 Ti VCT AT Titanium BE",26000,3,0,16.05,1499,110.4,5,0,0,0,0,0,1,7.65
2016,"Hyundai","Hyundai Xcent 1.1 CRDi Base",1e+05,3,1,24.4,1120,71,5,0,0,0,1,0,0,4.5
2014,"Volkswagen","Volkswagen Vento 1.5 TDI Comfortline AT",75000,5,0,21.21,1498,103.2,5,0,0,0,1,0,0,7.5
2004,"Mercedes-Benz","Mercedes-Benz S-Class 280 AT",119859,15,0,13,2987,210,5,0,0,0,0,0,1,7.1
2010,"Hyundai","Hyundai i10 Magna",55980,9,1,20.36,1197,78.9,5,0,0,0,0,0,1,2.25
2015,"Audi","Audi A4 35 TDI Technology Edition",30000,4,0,17.11,1968,174.33,5,0,0,0,1,0,0,27
2012,"Hyundai","Hyundai i20 Sportz 1.4 CRDi",49700,7,1,21.9,1396,88.76,5,1,0,0,1,0,0,4.18
2013,"Hyundai","Hyundai Verna 1.4 EX",79000,6,1,23.5,1396,88.7,5,0,0,0,1,0,0,6.5
2010,"Honda","Honda City 1.5 V MT",65100,9,1,17,1497,118,5,0,0,0,0,0,1,3.15
2016,"Maruti","Maruti Ertiga VDI",54161,3,1,25.47,1248,88.5,7,0,0,0,1,0,0,7.64
2011,"Maruti","Maruti Alto LXi BSII",28619,8,1,19.7,796,46.3,5,0,0,0,0,0,1,2.4
2016,"Maruti","Maruti Wagon R AMT VXI",9000,3,0,20.51,998,67,5,0,0,0,0,0,1,4.25
2016,"Hyundai","Hyundai Verna 1.6 CRDi AT SX",42876,3,0,19.08,1582,126.2,5,0,0,0,1,0,0,9.31
2011,"Maruti","Maruti Alto LXi BSIII",64000,8,1,19.7,796,46.3,5,0,0,0,0,0,1,2.39
2018,"Volkswagen","Volkswagen Vento 1.6 Comfortline",20488,1,1,16.09,1598,103.5,5,1,0,0,0,0,1,7.64
2016,"Maruti","Maruti Baleno Zeta 1.2",21000,3,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.21
2012,"Land","Land Rover Freelander 2 TD4 SE",119203,7,0,0,2179,115,5,0,0,0,1,0,0,16.5
2011,"Honda","Honda CR-V 2.0L 2WD AT",55987,8,0,13.7,1997,153.86,5,0,0,0,0,0,1,8.22
2017,"Toyota","Toyota Fortuner 2.8 2WD MT",72668,2,1,14.24,2755,174.5,7,0,0,0,1,0,0,28.85
2015,"Honda","Honda City V AT",32000,4,0,15.6,1497,116.3,5,0,0,0,0,0,1,8.5
2014,"Mercedes-Benz","Mercedes-Benz SLK-Class 55 AMG",3000,5,0,12,5461,421,2,1,0,0,0,0,1,90
2015,"Honda","Honda City i-VTEC S",10400,4,1,17.4,1497,117.3,5,0,0,0,0,0,1,6.51
2013,"Maruti","Maruti Swift VDI",35000,6,1,22.9,1248,74,5,0,0,0,1,0,0,4.65
2013,"Toyota","Toyota Corolla Altis 2008-2013 1.8 VL AT",55101,6,0,14.53,1794,138.1,5,0,0,0,0,0,1,8.4
2014,"Toyota","Toyota Etios Cross 1.4L VD",57464,5,1,23.59,1364,67.06,5,0,0,0,1,0,0,5.75
2006,"Maruti","Maruti Wagon R LX",110000,13,1,18.9,998,67.1,5,0,0,0,0,0,1,1.11
2017,"Fiat","Fiat Punto 1.2 Dynamic",17941,2,1,15.7,1497,98.6,5,0,0,0,0,0,1,3.93
2014,"Mercedes-Benz","Mercedes-Benz E-Class 2015-2017 E 200 CGI",72000,5,0,12,1991,184,5,0,0,0,0,0,1,17.25
2012,"Jaguar","Jaguar XF Aero Sport Edition",16000,7,0,16.36,2179,187.7,5,0,0,0,1,0,0,32
2011,"Hyundai","Hyundai i20 Sportz Petrol",62020,8,1,17,1197,80,5,0,0,0,0,0,1,3.45
2014,"Land","Land Rover Freelander 2 SE",85000,5,0,12.39,2179,147.51,5,1,0,0,1,0,0,23
2018,"Hyundai","Hyundai Elite i20 Petrol Sportz",14223,1,1,18.6,1197,81.86,5,0,0,0,0,0,1,7.32
2014,"Honda","Honda Amaze S i-Vtech",41210,5,1,18,1198,86.7,5,0,0,0,0,0,1,4.4
2015,"Mercedes-Benz","Mercedes-Benz M-Class ML 350 4Matic",20000,4,0,0,2987,165,5,0,0,0,1,0,0,47.35
2016,"Maruti","Maruti Alto 800 VXI",18043,3,1,22.74,796,47.3,5,0,0,0,0,0,1,4.12
2016,"Toyota","Toyota Innova Crysta 2.8 ZX AT",80000,3,0,11.36,2755,171.5,7,0,0,0,1,0,0,19.5
2016,"Hyundai","Hyundai Grand i10 AT Asta",21000,3,0,18.9,1197,82,5,0,0,0,0,0,1,6.2
2016,"BMW","BMW X3 xDrive30d M Sport",49000,3,0,16.55,2993,258,5,0,0,0,1,0,0,45
2010,"Hyundai","Hyundai i20 Magna",95000,9,1,18.5,1197,80,5,1,0,0,0,0,1,2.8
2015,"Hyundai","Hyundai Grand i10 AT Asta",32000,4,0,18.9,1197,82,5,0,0,0,0,0,1,4.8
2014,"Ford","Ford Fiesta 1.5 TDCi Titanium",122800,5,1,25.01,1498,89.75,5,0,0,0,1,0,0,5.65
2015,"Maruti","Maruti Swift Dzire VDI",69000,4,1,26.59,1248,74,5,0,0,0,1,0,0,5.9
2015,"Toyota","Toyota Etios VXD",65000,4,1,23.59,1364,67.04,5,1,0,0,1,0,0,5
2015,"Hyundai","Hyundai Xcent 1.2 Kappa Base",23000,4,1,19.1,1197,82,5,0,0,0,0,0,1,4.9
2009,"Honda","Honda Civic 2006-2010 1.8 S MT",70000,10,1,13.5,1799,130,5,0,0,0,0,0,1,4.25
2014,"Toyota","Toyota Innova 2.5 GX (Diesel) 8 Seater",250000,5,1,12.99,2494,100.6,8,0,0,0,1,0,0,10.9
2012,"Hyundai","Hyundai Accent GLE",56000,7,1,13.2,1495,94,5,0,0,0,0,0,1,2.45
2013,"Maruti","Maruti Alto 800 LXI",30000,6,1,22.74,796,47.3,5,0,0,0,0,0,1,2.5
2010,"Mercedes-Benz","Mercedes-Benz SL-Class SL 500",35000,9,0,8.1,5461,387.3,2,0,0,0,0,0,1,29.5
2013,"Ford","Ford Ecosport 1.5 DV5 MT Titanium Optional",92250,6,1,22.7,1498,89.84,5,1,0,0,1,0,0,5.75
2018,"Hyundai","Hyundai Xcent 1.2 VTVT E",40000,1,1,20.14,1197,81.86,5,0,0,0,0,0,1,5
2014,"Skoda","Skoda Rapid 1.6 MPI AT Ambition Plus",96848,5,0,14.3,1598,103.6,5,0,0,0,0,0,1,4.62
2016,"Audi","Audi Q3 2012-2015 35 TDI Quattro Premium Plus",42000,3,0,15.73,1968,174.33,5,0,0,0,1,0,0,23.5
2013,"Mahindra","Mahindra XUV500 W8 2WD",55886,6,1,16,2179,140,7,0,0,0,1,0,0,7.25
2019,"Hyundai","Hyundai Verna VTVT 1.6 SX Option",12336,0,1,17,1591,121.3,5,0,0,0,0,0,1,11.88
2009,"Hyundai","Hyundai Verna Xi (Petrol)",60000,10,1,13.9,1599,103.2,5,0,1,0,0,0,1,2.25
2003,"Ford","Ford Ikon 1.6 CLXI",83000,16,1,14.2,1597,92,5,1,0,0,0,0,1,0.85
2018,"Nissan","Nissan Micra Active XV",24000,1,1,19.69,1198,67.04,5,0,0,0,0,0,1,4
2016,"Honda","Honda Brio VX AT",32198,3,0,16.5,1198,86.8,5,0,0,0,0,0,1,5.1
2014,"Toyota","Toyota Innova 2.5 GX (Diesel) 7 Seater",92247,5,1,12.99,2494,100.6,7,0,0,0,1,0,0,12.5
2011,"Volkswagen","Volkswagen Vento 1.5 TDI Highline",121311,8,1,20.64,1498,108.5,5,0,0,0,1,0,0,2.9
2016,"Mahindra","Mahindra XUV500 W10 AWD",66296,3,1,16,2179,140,7,0,0,0,1,0,0,15.96
2015,"Hyundai","Hyundai Xcent 1.2 Kappa AT SX Option",41000,4,0,16.9,1197,82,5,0,0,0,0,0,1,5.45
2017,"Ford","Ford Endeavour 2.2 Trend MT 4X4",38681,2,1,13.5,2198,157.7,7,0,0,0,1,0,0,23.86
2008,"Chevrolet","Chevrolet Spark 1.0 LT",43761,11,1,18,995,62,5,0,0,0,0,0,1,1.75
2017,"Maruti","Maruti Ertiga SHVS VDI",17400,2,1,24.52,1248,88.5,7,0,0,0,1,0,0,9.75
2013,"Honda","Honda Amaze S i-Dtech",61510,6,1,25.8,1498,98.6,5,0,0,0,1,0,0,4.75
2014,"Honda","Honda City i VTEC S",60000,5,1,17.4,1497,117.3,5,0,0,0,0,0,1,6.25
2014,"Mini","Mini Cooper Countryman D",35165,5,0,23.8,1998,112,5,1,0,0,1,0,0,22
2016,"Toyota","Toyota Corolla Altis 2008-2013 1.8 VL AT",41617,3,0,14.53,1794,138.1,5,0,0,0,0,0,1,14.14
2014,"Skoda","Skoda Superb Elegance 1.8 TSI AT",65000,5,0,13.7,1798,157.75,5,0,0,0,0,0,1,11.95
2011,"Maruti","Maruti Wagon R LXI BS IV",68000,8,1,18.9,998,67.1,5,0,0,0,0,0,1,2.5
2013,"Hyundai","Hyundai i10 Era 1.1",49000,6,1,19.81,1086,68.05,5,0,0,0,0,0,1,2.75
2019,"Tata","Tata Tiago 1.2 Revotron XT Option",16698,0,1,23.84,1199,84,5,0,0,0,0,0,1,5.85
2016,"Maruti","Maruti Baleno Zeta 1.2",30965,3,1,21.4,1197,83.1,5,0,0,0,0,0,1,6.25
2014,"Volkswagen","Volkswagen Vento 1.6 Highline",56058,5,1,15.04,1598,103.2,5,0,0,0,0,0,1,4.95
2017,"Hyundai","Hyundai Grand i10 1.2 Kappa Sportz Option",15356,2,1,18.9,1197,81.86,5,0,0,0,0,0,1,4.75
2013,"Ford","Ford Figo Diesel EXI",54000,6,1,20,1399,68.05,5,0,0,0,1,0,0,2.55
2011,"Honda","Honda Civic 2010-2013 1.8 V AT Sunroof",47000,8,0,13.9,1799,130.3,5,1,0,0,0,0,1,4.5
2015,"Maruti","Maruti Alto 800 LXI",21652,4,1,22.74,796,47.3,5,0,0,0,0,0,1,3.01
2016,"Land","Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic",52000,3,0,15.68,1999,177,5,0,0,0,1,0,0,42
2010,"Audi","Audi A6 2.7 TDI",35010,9,0,12.4,2698,179.5,5,0,0,0,1,0,0,11.5
2006,"Mercedes-Benz","Mercedes-Benz E-Class 280 CDI",76662,13,0,11,2987,198.5,5,0,0,0,1,0,0,10.99
2009,"Honda","Honda City 1.5 V AT Exclusive",89000,10,0,17,1497,118,5,0,0,0,0,0,1,3.71
2006,"Honda","Honda CR-V 2.4 4WD AT",80000,13,0,10.1,2354,152,5,0,1,0,0,0,1,2
2018,"Maruti","Maruti Ciaz 1.3 Alpha",39023,1,1,28.09,1248,88.5,5,0,0,0,1,0,0,9.48
2004,"Maruti","Maruti Wagon R LXI",62000,15,1,18.9,998,67.1,5,1,0,0,0,0,1,1.25
2015,"Hyundai","Hyundai Creta 1.6 CRDi SX Option",78046,4,1,19.67,1582,126.2,5,0,0,0,1,0,0,10.9
2015,"Maruti","Maruti Ciaz VDi Plus SHVS",34400,4,1,28.09,1248,88.5,5,0,0,0,1,0,0,5.5
2016,"Hyundai","Hyundai EON D Lite Plus",64624,3,1,21.1,814,55.2,5,0,0,0,0,0,1,3.71
2014,"Maruti","Maruti Ertiga VXI",69192,5,1,16.02,1373,93.7,7,0,0,0,0,0,1,6.25
2012,"Volkswagen","Volkswagen Vento Diesel Highline",55000,7,1,20.54,1598,103.6,5,0,0,0,1,0,0,4.9
2005,"Honda","Honda City 1.5 GXI",81000,14,1,12.8,1493,100,5,1,0,0,0,0,1,1.1
2016,"Volkswagen","Volkswagen Polo Petrol Trendline 1.2L",36733,3,1,16.47,1198,73.9,5,0,0,0,0,0,1,4.72
2016,"Mercedes-Benz","Mercedes-Benz GLA Class 200 CDI",43022,3,0,17.9,2143,136,5,0,0,0,1,0,0,24.85
